Neighbourhood,Neighbourhood Number,Gender,Question Type,Characteristic,Year,Value,Ward
Klarvatten,2440,Women+,Citizenship,Canadian citizens aged under 18,2021,750,tastawiyiniwak Ward
Klarvatten,2440,Women+,Citizenship,Not Canadian citizens,2021,235,tastawiyiniwak Ward
La Perle,4240,Men+,Citizenship,Canadian citizens,2021,2190,Nakota Isga Ward
La Perle,4240,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1610,Nakota Isga Ward
La Perle,4240,Men+,Citizenship,Canadian citizens aged under 18,2021,575,Nakota Isga Ward
La Perle,4240,Men+,Citizenship,Not Canadian citizens,2021,255,Nakota Isga Ward
La Perle,4240,Total,Citizenship,Canadian citizens,2021,4450,Nakota Isga Ward
La Perle,4240,Total,Citizenship,Canadian citizens aged 18 and over,2021,3405,Nakota Isga Ward
La Perle,4240,Total,Citizenship,Canadian citizens aged under 18,2021,1045,Nakota Isga Ward
La Perle,4240,Total,Citizenship,Not Canadian citizens,2021,575,Nakota Isga Ward
La Perle,4240,Women+,Citizenship,Canadian citizens,2021,2265,Nakota Isga Ward
La Perle,4240,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1790,Nakota Isga Ward
La Perle,4240,Women+,Citizenship,Canadian citizens aged under 18,2021,470,Nakota Isga Ward
La Perle,4240,Women+,Citizenship,Not Canadian citizens,2021,320,Nakota Isga Ward
Lago Lindo,2450,Men+,Citizenship,Canadian citizens,2021,1750,tastawiyiniwak Ward
Lago Lindo,2450,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1415,tastawiyiniwak Ward
Lago Lindo,2450,Men+,Citizenship,Canadian citizens aged under 18,2021,330,tastawiyiniwak Ward
Lago Lindo,2450,Men+,Citizenship,Not Canadian citizens,2021,75,tastawiyiniwak Ward
Lago Lindo,2450,Total,Citizenship,Canadian citizens,2021,3490,tastawiyiniwak Ward
Lago Lindo,2450,Total,Citizenship,Canadian citizens aged 18 and over,2021,2795,tastawiyiniwak Ward
Lago Lindo,2450,Total,Citizenship,Canadian citizens aged under 18,2021,700,tastawiyiniwak Ward
Lago Lindo,2450,Total,Citizenship,Not Canadian citizens,2021,155,tastawiyiniwak Ward
Lago Lindo,2450,Women+,Citizenship,Canadian citizens,2021,1740,tastawiyiniwak Ward
Lago Lindo,2450,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1375,tastawiyiniwak Ward
Lago Lindo,2450,Women+,Citizenship,Canadian citizens aged under 18,2021,365,tastawiyiniwak Ward
Lago Lindo,2450,Women+,Citizenship,Not Canadian citizens,2021,80,tastawiyiniwak Ward
Lansdowne,5260,Men+,Citizenship,Canadian citizens,2021,665,papastew Ward
Lansdowne,5260,Men+,Citizenship,Canadian citizens aged 18 and over,2021,505,papastew Ward
Lansdowne,5260,Men+,Citizenship,Canadian citizens aged under 18,2021,160,papastew Ward
Lansdowne,5260,Men+,Citizenship,Not Canadian citizens,2021,55,papastew Ward
Lansdowne,5260,Total,Citizenship,Canadian citizens,2021,1180,papastew Ward
Lansdowne,5260,Total,Citizenship,Canadian citizens aged 18 and over,2021,925,papastew Ward
Lansdowne,5260,Total,Citizenship,Canadian citizens aged under 18,2021,255,papastew Ward
Lansdowne,5260,Total,Citizenship,Not Canadian citizens,2021,95,papastew Ward
Lansdowne,5260,Women+,Citizenship,Canadian citizens,2021,515,papastew Ward
Lansdowne,5260,Women+,Citizenship,Canadian citizens aged 18 and over,2021,415,papastew Ward
Lansdowne,5260,Women+,Citizenship,Canadian citizens aged under 18,2021,95,papastew Ward
Lansdowne,5260,Women+,Citizenship,Not Canadian citizens,2021,40,papastew Ward
Larkspur,6390,Men+,Citizenship,Canadian citizens,2021,2320,Sspomitapi Ward
Larkspur,6390,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1785,Sspomitapi Ward
Larkspur,6390,Men+,Citizenship,Canadian citizens aged under 18,2021,545,Sspomitapi Ward
Larkspur,6390,Men+,Citizenship,Not Canadian citizens,2021,420,Sspomitapi Ward
Larkspur,6390,Total,Citizenship,Canadian citizens,2021,4545,Sspomitapi Ward
Larkspur,6390,Total,Citizenship,Canadian citizens aged 18 and over,2021,3585,Sspomitapi Ward
Larkspur,6390,Total,Citizenship,Canadian citizens aged under 18,2021,960,Sspomitapi Ward
Larkspur,6390,Total,Citizenship,Not Canadian citizens,2021,855,Sspomitapi Ward
Larkspur,6390,Women+,Citizenship,Canadian citizens,2021,2225,Sspomitapi Ward
Larkspur,6390,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1805,Sspomitapi Ward
Larkspur,6390,Women+,Citizenship,Canadian citizens aged under 18,2021,420,Sspomitapi Ward
Larkspur,6390,Women+,Citizenship,Not Canadian citizens,2021,435,Sspomitapi Ward
Lauderdale,3260,Men+,Citizenship,Canadian citizens,2021,1100,Anirniq Ward
Lauderdale,3260,Men+,Citizenship,Canadian citizens aged 18 and over,2021,880,Anirniq Ward
Lauderdale,3260,Men+,Citizenship,Canadian citizens aged under 18,2021,220,Anirniq Ward
Lauderdale,3260,Men+,Citizenship,Not Canadian citizens,2021,205,Anirniq Ward
Lauderdale,3260,Total,Citizenship,Canadian citizens,2021,2220,Anirniq Ward
Lauderdale,3260,Total,Citizenship,Canadian citizens aged 18 and over,2021,1725,Anirniq Ward
Lauderdale,3260,Total,Citizenship,Canadian citizens aged under 18,2021,495,Anirniq Ward
Lauderdale,3260,Total,Citizenship,Not Canadian citizens,2021,410,Anirniq Ward
Lauderdale,3260,Women+,Citizenship,Canadian citizens,2021,1120,Anirniq Ward
Lauderdale,3260,Women+,Citizenship,Canadian citizens aged 18 and over,2021,845,Anirniq Ward
Lauderdale,3260,Women+,Citizenship,Canadian citizens aged under 18,2021,270,Anirniq Ward
Lauderdale,3260,Women+,Citizenship,Not Canadian citizens,2021,205,Anirniq Ward
Laurel,6444,Men+,Citizenship,Canadian citizens,2021,4905,Sspomitapi Ward
Laurel,6444,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2875,Sspomitapi Ward
Laurel,6444,Men+,Citizenship,Canadian citizens aged under 18,2021,2035,Sspomitapi Ward
Laurel,6444,Men+,Citizenship,Not Canadian citizens,2021,2645,Sspomitapi Ward
Laurel,6444,Total,Citizenship,Canadian citizens,2021,9715,Sspomitapi Ward
Laurel,6444,Total,Citizenship,Canadian citizens aged 18 and over,2021,5810,Sspomitapi Ward
Laurel,6444,Total,Citizenship,Canadian citizens aged under 18,2021,3905,Sspomitapi Ward
Laurel,6444,Total,Citizenship,Not Canadian citizens,2021,5330,Sspomitapi Ward
Laurel,6444,Women+,Citizenship,Canadian citizens,2021,4810,Sspomitapi Ward
Laurel,6444,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2940,Sspomitapi Ward
Laurel,6444,Women+,Citizenship,Canadian citizens aged under 18,2021,1870,Sspomitapi Ward
Laurel,6444,Women+,Citizenship,Not Canadian citizens,2021,2685,Sspomitapi Ward
Laurier Heights,3270,Men+,Citizenship,Canadian citizens,2021,1250,sipiwiyiniwak Ward
Laurier Heights,3270,Men+,Citizenship,Canadian citizens aged 18 and over,2021,935,sipiwiyiniwak Ward
Laurier Heights,3270,Men+,Citizenship,Canadian citizens aged under 18,2021,310,sipiwiyiniwak Ward
Laurier Heights,3270,Men+,Citizenship,Not Canadian citizens,2021,10,sipiwiyiniwak Ward
Laurier Heights,3270,Total,Citizenship,Canadian citizens,2021,2550,sipiwiyiniwak Ward
Laurier Heights,3270,Total,Citizenship,Canadian citizens aged 18 and over,2021,1980,sipiwiyiniwak Ward
Laurier Heights,3270,Total,Citizenship,Canadian citizens aged under 18,2021,565,sipiwiyiniwak Ward
Laurier Heights,3270,Total,Citizenship,Not Canadian citizens,2021,25,sipiwiyiniwak Ward
Laurier Heights,3270,Women+,Citizenship,Canadian citizens,2021,1300,sipiwiyiniwak Ward
Laurier Heights,3270,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1045,sipiwiyiniwak Ward
Laurier Heights,3270,Women+,Citizenship,Canadian citizens aged under 18,2021,260,sipiwiyiniwak Ward
Laurier Heights,3270,Women+,Citizenship,Not Canadian citizens,2021,20,sipiwiyiniwak Ward
Lee Ridge,6400,Men+,Citizenship,Canadian citizens,2021,1150,Karhiio Ward
Lee Ridge,6400,Men+,Citizenship,Canadian citizens aged 18 and over,2021,820,Karhiio Ward
Lee Ridge,6400,Men+,Citizenship,Canadian citizens aged under 18,2021,330,Karhiio Ward
Lee Ridge,6400,Men+,Citizenship,Not Canadian citizens,2021,235,Karhiio Ward
Lee Ridge,6400,Total,Citizenship,Canadian citizens,2021,2400,Karhiio Ward
Lee Ridge,6400,Total,Citizenship,Canadian citizens aged 18 and over,2021,1755,Karhiio Ward
Lee Ridge,6400,Total,Citizenship,Canadian citizens aged under 18,2021,650,Karhiio Ward
Lee Ridge,6400,Total,Citizenship,Not Canadian citizens,2021,440,Karhiio Ward
Lee Ridge,6400,Women+,Citizenship,Canadian citizens,2021,1245,Karhiio Ward
Lee Ridge,6400,Women+,Citizenship,Canadian citizens aged 18 and over,2021,930,Karhiio Ward
Lee Ridge,6400,Women+,Citizenship,Canadian citizens aged under 18,2021,320,Karhiio Ward
Lee Ridge,6400,Women+,Citizenship,Not Canadian citizens,2021,205,Karhiio Ward
Leger,5630,Men+,Citizenship,Canadian citizens,2021,1150,pihêsiwin Ward
Leger,5630,Men+,Citizenship,Canadian citizens aged 18 and over,2021,910,pihêsiwin Ward
Leger,5630,Men+,Citizenship,Canadian citizens aged under 18,2021,245,pihêsiwin Ward
Leger,5630,Men+,Citizenship,Not Canadian citizens,2021,110,pihêsiwin Ward
Leger,5630,Total,Citizenship,Canadian citizens,2021,2365,pihêsiwin Ward
Leger,5630,Total,Citizenship,Canadian citizens aged 18 and over,2021,1880,pihêsiwin Ward
Leger,5630,Total,Citizenship,Canadian citizens aged under 18,2021,485,pihêsiwin Ward
Leger,5630,Total,Citizenship,Not Canadian citizens,2021,225,pihêsiwin Ward
Leger,5630,Women+,Citizenship,Canadian citizens,2021,1215,pihêsiwin Ward
Leger,5630,Women+,Citizenship,Canadian citizens aged 18 and over,2021,975,pihêsiwin Ward
Leger,5630,Women+,Citizenship,Canadian citizens aged under 18,2021,240,pihêsiwin Ward
Leger,5630,Women+,Citizenship,Not Canadian citizens,2021,115,pihêsiwin Ward
Lendrum Place,5270,Men+,Citizenship,Canadian citizens,2021,755,papastew Ward
Lendrum Place,5270,Men+,Citizenship,Canadian citizens aged 18 and over,2021,640,papastew Ward
Lendrum Place,5270,Men+,Citizenship,Canadian citizens aged under 18,2021,120,papastew Ward
Lendrum Place,5270,Men+,Citizenship,Not Canadian citizens,2021,60,papastew Ward
Lendrum Place,5270,Total,Citizenship,Canadian citizens,2021,1545,papastew Ward
Lendrum Place,5270,Total,Citizenship,Canadian citizens aged 18 and over,2021,1310,papastew Ward
Lendrum Place,5270,Total,Citizenship,Canadian citizens aged under 18,2021,235,papastew Ward
Lendrum Place,5270,Total,Citizenship,Not Canadian citizens,2021,140,papastew Ward
Lendrum Place,5270,Women+,Citizenship,Canadian citizens,2021,790,papastew Ward
Lendrum Place,5270,Women+,Citizenship,Canadian citizens aged 18 and over,2021,670,papastew Ward
Lendrum Place,5270,Women+,Citizenship,Canadian citizens aged under 18,2021,120,papastew Ward
Lendrum Place,5270,Women+,Citizenship,Not Canadian citizens,2021,85,papastew Ward
Lorelei,3280,Men+,Citizenship,Canadian citizens,2021,1765,tastawiyiniwak Ward
Lorelei,3280,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1295,tastawiyiniwak Ward
Lorelei,3280,Men+,Citizenship,Canadian citizens aged under 18,2021,470,tastawiyiniwak Ward
Lorelei,3280,Men+,Citizenship,Not Canadian citizens,2021,225,tastawiyiniwak Ward
Lorelei,3280,Total,Citizenship,Canadian citizens,2021,3545,tastawiyiniwak Ward
Lorelei,3280,Total,Citizenship,Canadian citizens aged 18 and over,2021,2660,tastawiyiniwak Ward
Lorelei,3280,Total,Citizenship,Canadian citizens aged under 18,2021,885,tastawiyiniwak Ward
Lorelei,3280,Total,Citizenship,Not Canadian citizens,2021,435,tastawiyiniwak Ward
Lorelei,3280,Women+,Citizenship,Canadian citizens,2021,1780,tastawiyiniwak Ward
Lorelei,3280,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1370,tastawiyiniwak Ward
Lorelei,3280,Women+,Citizenship,Canadian citizens aged under 18,2021,415,tastawiyiniwak Ward
Lorelei,3280,Women+,Citizenship,Not Canadian citizens,2021,210,tastawiyiniwak Ward
Lymburn,4270,Men+,Citizenship,Canadian citizens,2021,2670,sipiwiyiniwak Ward
Lymburn,4270,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2075,sipiwiyiniwak Ward
Lymburn,4270,Men+,Citizenship,Canadian citizens aged under 18,2021,600,sipiwiyiniwak Ward
Lymburn,4270,Men+,Citizenship,Not Canadian citizens,2021,215,sipiwiyiniwak Ward
Lymburn,4270,Total,Citizenship,Canadian citizens,2021,5360,sipiwiyiniwak Ward
Lymburn,4270,Total,Citizenship,Canadian citizens aged 18 and over,2021,4190,sipiwiyiniwak Ward
Lymburn,4270,Total,Citizenship,Canadian citizens aged under 18,2021,1165,sipiwiyiniwak Ward
Lymburn,4270,Total,Citizenship,Not Canadian citizens,2021,440,sipiwiyiniwak Ward
Lymburn,4270,Women+,Citizenship,Canadian citizens,2021,2685,sipiwiyiniwak Ward
Lymburn,4270,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2115,sipiwiyiniwak Ward
Lymburn,4270,Women+,Citizenship,Canadian citizens aged under 18,2021,570,sipiwiyiniwak Ward
Lymburn,4270,Women+,Citizenship,Not Canadian citizens,2021,225,sipiwiyiniwak Ward
Lynnwood,4280,Men+,Citizenship,Canadian citizens,2021,1275,sipiwiyiniwak Ward
Lynnwood,4280,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1085,sipiwiyiniwak Ward
Lynnwood,4280,Men+,Citizenship,Canadian citizens aged under 18,2021,190,sipiwiyiniwak Ward
Lynnwood,4280,Men+,Citizenship,Not Canadian citizens,2021,270,sipiwiyiniwak Ward
Lynnwood,4280,Total,Citizenship,Canadian citizens,2021,2690,sipiwiyiniwak Ward
Lynnwood,4280,Total,Citizenship,Canadian citizens aged 18 and over,2021,2185,sipiwiyiniwak Ward
Lynnwood,4280,Total,Citizenship,Canadian citizens aged under 18,2021,505,sipiwiyiniwak Ward
Lynnwood,4280,Total,Citizenship,Not Canadian citizens,2021,530,sipiwiyiniwak Ward
Lynnwood,4280,Women+,Citizenship,Canadian citizens,2021,1415,sipiwiyiniwak Ward
Lynnwood,4280,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1100,sipiwiyiniwak Ward
Lynnwood,4280,Women+,Citizenship,Canadian citizens aged under 18,2021,320,sipiwiyiniwak Ward
Lynnwood,4280,Women+,Citizenship,Not Canadian citizens,2021,265,sipiwiyiniwak Ward
Macewan,5452,Men+,Citizenship,Canadian citizens,2021,2455,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1890,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Men+,Citizenship,Canadian citizens aged under 18,2021,565,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Men+,Citizenship,Not Canadian citizens,2021,390,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Total,Citizenship,Canadian citizens,2021,5140,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Total,Citizenship,Canadian citizens aged 18 and over,2021,3995,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Total,Citizenship,Canadian citizens aged under 18,2021,1145,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Total,Citizenship,Not Canadian citizens,2021,810,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Women+,Citizenship,Canadian citizens,2021,2685,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2110,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Women+,Citizenship,Canadian citizens aged under 18,2021,575,Ipiihkoohkanipiaohtsi Ward
Macewan,5452,Women+,Citizenship,Not Canadian citizens,2021,420,Ipiihkoohkanipiaohtsi Ward
Mactaggart,5477,Men+,Citizenship,Canadian citizens,2021,1430,pihêsiwin Ward
Mactaggart,5477,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1055,pihêsiwin Ward
Mactaggart,5477,Men+,Citizenship,Canadian citizens aged under 18,2021,380,pihêsiwin Ward
Mactaggart,5477,Men+,Citizenship,Not Canadian citizens,2021,225,pihêsiwin Ward
Mactaggart,5477,Total,Citizenship,Canadian citizens,2021,2855,pihêsiwin Ward
Mactaggart,5477,Total,Citizenship,Canadian citizens aged 18 and over,2021,2140,pihêsiwin Ward
Mactaggart,5477,Total,Citizenship,Canadian citizens aged under 18,2021,715,pihêsiwin Ward
Mactaggart,5477,Total,Citizenship,Not Canadian citizens,2021,475,pihêsiwin Ward
Mactaggart,5477,Women+,Citizenship,Canadian citizens,2021,1425,pihêsiwin Ward
Mactaggart,5477,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1085,pihêsiwin Ward
Mactaggart,5477,Women+,Citizenship,Canadian citizens aged under 18,2021,330,pihêsiwin Ward
Mactaggart,5477,Women+,Citizenship,Not Canadian citizens,2021,245,pihêsiwin Ward
Magrath Heights,5476,Men+,Citizenship,Canadian citizens,2021,1755,pihêsiwin Ward
Magrath Heights,5476,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1250,pihêsiwin Ward
Magrath Heights,5476,Men+,Citizenship,Canadian citizens aged under 18,2021,505,pihêsiwin Ward
Magrath Heights,5476,Men+,Citizenship,Not Canadian citizens,2021,195,pihêsiwin Ward
Magrath Heights,5476,Total,Citizenship,Canadian citizens,2021,3505,pihêsiwin Ward
Magrath Heights,5476,Total,Citizenship,Canadian citizens aged 18 and over,2021,2575,pihêsiwin Ward
Magrath Heights,5476,Total,Citizenship,Canadian citizens aged under 18,2021,925,pihêsiwin Ward
Magrath Heights,5476,Total,Citizenship,Not Canadian citizens,2021,440,pihêsiwin Ward
Magrath Heights,5476,Women+,Citizenship,Canadian citizens,2021,1745,pihêsiwin Ward
Magrath Heights,5476,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1325,pihêsiwin Ward
Magrath Heights,5476,Women+,Citizenship,Canadian citizens aged under 18,2021,425,pihêsiwin Ward
Magrath Heights,5476,Women+,Citizenship,Not Canadian citizens,2021,245,pihêsiwin Ward
Malmo Plains,5280,Men+,Citizenship,Canadian citizens,2021,945,papastew Ward
Malmo Plains,5280,Men+,Citizenship,Canadian citizens aged 18 and over,2021,815,papastew Ward
Malmo Plains,5280,Men+,Citizenship,Canadian citizens aged under 18,2021,125,papastew Ward
Malmo Plains,5280,Men+,Citizenship,Not Canadian citizens,2021,170,papastew Ward
Malmo Plains,5280,Total,Citizenship,Canadian citizens,2021,1855,papastew Ward
Malmo Plains,5280,Total,Citizenship,Canadian citizens aged 18 and over,2021,1620,papastew Ward
Malmo Plains,5280,Total,Citizenship,Canadian citizens aged under 18,2021,235,papastew Ward
Malmo Plains,5280,Total,Citizenship,Not Canadian citizens,2021,345,papastew Ward
Malmo Plains,5280,Women+,Citizenship,Canadian citizens,2021,910,papastew Ward
Malmo Plains,5280,Women+,Citizenship,Canadian citizens aged 18 and over,2021,800,papastew Ward
Malmo Plains,5280,Women+,Citizenship,Canadian citizens aged under 18,2021,110,papastew Ward
Malmo Plains,5280,Women+,Citizenship,Not Canadian citizens,2021,170,papastew Ward
Maple,6441,Men+,Citizenship,Canadian citizens,2021,1480,Sspomitapi Ward
Maple,6441,Men+,Citizenship,Canadian citizens aged 18 and over,2021,970,Sspomitapi Ward
Maple,6441,Men+,Citizenship,Canadian citizens aged under 18,2021,510,Sspomitapi Ward
Maple,6441,Men+,Citizenship,Not Canadian citizens,2021,520,Sspomitapi Ward
Maple,6441,Total,Citizenship,Canadian citizens,2021,2870,Sspomitapi Ward
Maple,6441,Total,Citizenship,Canadian citizens aged 18 and over,2021,1930,Sspomitapi Ward
Maple,6441,Total,Citizenship,Canadian citizens aged under 18,2021,940,Sspomitapi Ward
Maple,6441,Total,Citizenship,Not Canadian citizens,2021,1010,Sspomitapi Ward
Maple,6441,Women+,Citizenship,Canadian citizens,2021,1395,Sspomitapi Ward
Maple,6441,Women+,Citizenship,Canadian citizens aged 18 and over,2021,960,Sspomitapi Ward
Maple,6441,Women+,Citizenship,Canadian citizens aged under 18,2021,435,Sspomitapi Ward
Maple,6441,Women+,Citizenship,Not Canadian citizens,2021,490,Sspomitapi Ward
Maple Ridge,6410,Men+,Citizenship,Canadian citizens,2021,860,Sspomitapi Ward
Maple Ridge,6410,Men+,Citizenship,Canadian citizens aged 18 and over,2021,735,Sspomitapi Ward
Maple Ridge,6410,Men+,Citizenship,Canadian citizens aged under 18,2021,125,Sspomitapi Ward
Maple Ridge,6410,Men+,Citizenship,Not Canadian citizens,2021,30,Sspomitapi Ward
Maple Ridge,6410,Total,Citizenship,Canadian citizens,2021,1615,Sspomitapi Ward
Maple Ridge,6410,Total,Citizenship,Canadian citizens aged 18 and over,2021,1410,Sspomitapi Ward
Maple Ridge,6410,Total,Citizenship,Canadian citizens aged under 18,2021,205,Sspomitapi Ward
Maple Ridge,6410,Total,Citizenship,Not Canadian citizens,2021,70,Sspomitapi Ward
Maple Ridge,6410,Women+,Citizenship,Canadian citizens,2021,755,Sspomitapi Ward
Maple Ridge,6410,Women+,Citizenship,Canadian citizens aged 18 and over,2021,675,Sspomitapi Ward
Maple Ridge,6410,Women+,Citizenship,Canadian citizens aged under 18,2021,80,Sspomitapi Ward
Maple Ridge,6410,Women+,Citizenship,Not Canadian citizens,2021,40,Sspomitapi Ward
Matt Berry,2500,Men+,Citizenship,Canadian citizens,2021,1770,Dene Ward
Matt Berry,2500,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1385,Dene Ward
Matt Berry,2500,Men+,Citizenship,Canadian citizens aged under 18,2021,385,Dene Ward
Matt Berry,2500,Men+,Citizenship,Not Canadian citizens,2021,95,Dene Ward
Matt Berry,2500,Total,Citizenship,Canadian citizens,2021,3595,Dene Ward
Matt Berry,2500,Total,Citizenship,Canadian citizens aged 18 and over,2021,2855,Dene Ward
Matt Berry,2500,Total,Citizenship,Canadian citizens aged under 18,2021,735,Dene Ward
Matt Berry,2500,Total,Citizenship,Not Canadian citizens,2021,200,Dene Ward
Matt Berry,2500,Women+,Citizenship,Canadian citizens,2021,1820,Dene Ward
Matt Berry,2500,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1470,Dene Ward
Matt Berry,2500,Women+,Citizenship,Canadian citizens aged under 18,2021,355,Dene Ward
Matt Berry,2500,Women+,Citizenship,Not Canadian citizens,2021,110,Dene Ward
Mayfield,4290,Men+,Citizenship,Canadian citizens,2021,885,Nakota Isga Ward
Mayfield,4290,Men+,Citizenship,Canadian citizens aged 18 and over,2021,750,Nakota Isga Ward
Mayfield,4290,Men+,Citizenship,Canadian citizens aged under 18,2021,140,Nakota Isga Ward
Mayfield,4290,Men+,Citizenship,Not Canadian citizens,2021,90,Nakota Isga Ward
Mayfield,4290,Total,Citizenship,Canadian citizens,2021,1745,Nakota Isga Ward
Mayfield,4290,Total,Citizenship,Canadian citizens aged 18 and over,2021,1485,Nakota Isga Ward
Mayfield,4290,Total,Citizenship,Canadian citizens aged under 18,2021,260,Nakota Isga Ward
Mayfield,4290,Total,Citizenship,Not Canadian citizens,2021,190,Nakota Isga Ward
Mayfield,4290,Women+,Citizenship,Canadian citizens,2021,860,Nakota Isga Ward
Mayfield,4290,Women+,Citizenship,Canadian citizens aged 18 and over,2021,735,Nakota Isga Ward
Mayfield,4290,Women+,Citizenship,Canadian citizens aged under 18,2021,125,Nakota Isga Ward
Mayfield,4290,Women+,Citizenship,Not Canadian citizens,2021,100,Nakota Isga Ward
Mayliewan,2511,Men+,Citizenship,Canadian citizens,2021,1910,tastawiyiniwak Ward
Mayliewan,2511,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1555,tastawiyiniwak Ward
Mayliewan,2511,Men+,Citizenship,Canadian citizens aged under 18,2021,355,tastawiyiniwak Ward
Mayliewan,2511,Men+,Citizenship,Not Canadian citizens,2021,125,tastawiyiniwak Ward
Mayliewan,2511,Total,Citizenship,Canadian citizens,2021,3835,tastawiyiniwak Ward
Mayliewan,2511,Total,Citizenship,Canadian citizens aged 18 and over,2021,3100,tastawiyiniwak Ward
Mayliewan,2511,Total,Citizenship,Canadian citizens aged under 18,2021,740,tastawiyiniwak Ward
Mayliewan,2511,Total,Citizenship,Not Canadian citizens,2021,290,tastawiyiniwak Ward
Mayliewan,2511,Women+,Citizenship,Canadian citizens,2021,1925,tastawiyiniwak Ward
Mayliewan,2511,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1550,tastawiyiniwak Ward
Mayliewan,2511,Women+,Citizenship,Canadian citizens aged under 18,2021,380,tastawiyiniwak Ward
Mayliewan,2511,Women+,Citizenship,Not Canadian citizens,2021,160,tastawiyiniwak Ward
Mccauley,1140,Men+,Citizenship,Canadian citizens,2021,1595,O-day'min Ward
Mccauley,1140,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1395,O-day'min Ward
Mccauley,1140,Men+,Citizenship,Canadian citizens aged under 18,2021,200,O-day'min Ward
Mccauley,1140,Men+,Citizenship,Not Canadian citizens,2021,230,O-day'min Ward
Mccauley,1140,Total,Citizenship,Canadian citizens,2021,2865,O-day'min Ward
Mccauley,1140,Total,Citizenship,Canadian citizens aged 18 and over,2021,2445,O-day'min Ward
Mccauley,1140,Total,Citizenship,Canadian citizens aged under 18,2021,425,O-day'min Ward
Mccauley,1140,Total,Citizenship,Not Canadian citizens,2021,485,O-day'min Ward
Mccauley,1140,Women+,Citizenship,Canadian citizens,2021,1275,O-day'min Ward
Mccauley,1140,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1050,O-day'min Ward
Mccauley,1140,Women+,Citizenship,Canadian citizens aged under 18,2021,225,O-day'min Ward
Mccauley,1140,Women+,Citizenship,Not Canadian citizens,2021,255,O-day'min Ward
Mcconachie,2522,Men+,Citizenship,Canadian citizens,2021,4250,Dene Ward
Mcconachie,2522,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2730,Dene Ward
Mcconachie,2522,Men+,Citizenship,Canadian citizens aged under 18,2021,1525,Dene Ward
Mcconachie,2522,Men+,Citizenship,Not Canadian citizens,2021,790,Dene Ward
Mcconachie,2522,Total,Citizenship,Canadian citizens,2021,8690,Dene Ward
Mcconachie,2522,Total,Citizenship,Canadian citizens aged 18 and over,2021,5625,Dene Ward
Mcconachie,2522,Total,Citizenship,Canadian citizens aged under 18,2021,3060,Dene Ward
Mcconachie,2522,Total,Citizenship,Not Canadian citizens,2021,1610,Dene Ward
Mcconachie,2522,Women+,Citizenship,Canadian citizens,2021,4435,Dene Ward
Mcconachie,2522,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2900,Dene Ward
Mcconachie,2522,Women+,Citizenship,Canadian citizens aged under 18,2021,1540,Dene Ward
Mcconachie,2522,Women+,Citizenship,Not Canadian citizens,2021,820,Dene Ward
Mckernan,5290,Men+,Citizenship,Canadian citizens,2021,1095,papastew Ward
Mckernan,5290,Men+,Citizenship,Canadian citizens aged 18 and over,2021,935,papastew Ward
Mckernan,5290,Men+,Citizenship,Canadian citizens aged under 18,2021,160,papastew Ward
Mckernan,5290,Men+,Citizenship,Not Canadian citizens,2021,240,papastew Ward
Mckernan,5290,Total,Citizenship,Canadian citizens,2021,2120,papastew Ward
Mckernan,5290,Total,Citizenship,Canadian citizens aged 18 and over,2021,1805,papastew Ward
