Neighbourhood,Neighbourhood Number,Gender,Question Type,Characteristic,Year,Value,Ward
Abbottsfield,2010,Men+,Citizenship,Canadian citizens,2021,725,Métis Ward
Abbottsfield,2010,Men+,Citizenship,Canadian citizens aged 18 and over,2021,510,Métis Ward
Abbottsfield,2010,Men+,Citizenship,Canadian citizens aged under 18,2021,210,Métis Ward
Abbottsfield,2010,Men+,Citizenship,Not Canadian citizens,2021,135,Métis Ward
Abbottsfield,2010,Total,Citizenship,Canadian citizens,2021,1475,Métis Ward
Abbottsfield,2010,Total,Citizenship,Canadian citizens aged 18 and over,2021,995,Métis Ward
Abbottsfield,2010,Total,Citizenship,Canadian citizens aged under 18,2021,480,Métis Ward
Abbottsfield,2010,Total,Citizenship,Not Canadian citizens,2021,290,Métis Ward
Abbottsfield,2010,Women+,Citizenship,Canadian citizens,2021,755,Métis Ward
Abbottsfield,2010,Women+,Citizenship,Canadian citizens aged 18 and over,2021,490,Métis Ward
Abbottsfield,2010,Women+,Citizenship,Canadian citizens aged under 18,2021,265,Métis Ward
Abbottsfield,2010,Women+,Citizenship,Not Canadian citizens,2021,150,Métis Ward
Albany,3460,Men+,Citizenship,Canadian citizens,2021,785,Anirniq Ward
Albany,3460,Men+,Citizenship,Canadian citizens aged 18 and over,2021,550,Anirniq Ward
Albany,3460,Men+,Citizenship,Canadian citizens aged under 18,2021,235,Anirniq Ward
Albany,3460,Men+,Citizenship,Not Canadian citizens,2021,45,Anirniq Ward
Albany,3460,Total,Citizenship,Canadian citizens,2021,1545,Anirniq Ward
Albany,3460,Total,Citizenship,Canadian citizens aged 18 and over,2021,1130,Anirniq Ward
Albany,3460,Total,Citizenship,Canadian citizens aged under 18,2021,415,Anirniq Ward
Albany,3460,Total,Citizenship,Not Canadian citizens,2021,105,Anirniq Ward
Albany,3460,Women+,Citizenship,Canadian citizens,2021,760,Anirniq Ward
Albany,3460,Women+,Citizenship,Canadian citizens aged 18 and over,2021,575,Anirniq Ward
Albany,3460,Women+,Citizenship,Canadian citizens aged under 18,2021,180,Anirniq Ward
Albany,3460,Women+,Citizenship,Not Canadian citizens,2021,60,Anirniq Ward
Alberta Avenue,1010,Men+,Citizenship,Canadian citizens,2021,2990,Métis Ward
Alberta Avenue,1010,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2535,Métis Ward
Alberta Avenue,1010,Men+,Citizenship,Canadian citizens aged under 18,2021,455,Métis Ward
Alberta Avenue,1010,Men+,Citizenship,Not Canadian citizens,2021,365,Métis Ward
Alberta Avenue,1010,Total,Citizenship,Canadian citizens,2021,5635,Métis Ward
Alberta Avenue,1010,Total,Citizenship,Canadian citizens aged 18 and over,2021,4700,Métis Ward
Alberta Avenue,1010,Total,Citizenship,Canadian citizens aged under 18,2021,940,Métis Ward
Alberta Avenue,1010,Total,Citizenship,Not Canadian citizens,2021,685,Métis Ward
Alberta Avenue,1010,Women+,Citizenship,Canadian citizens,2021,2645,Métis Ward
Alberta Avenue,1010,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2160,Métis Ward
Alberta Avenue,1010,Women+,Citizenship,Canadian citizens aged under 18,2021,485,Métis Ward
Alberta Avenue,1010,Women+,Citizenship,Not Canadian citizens,2021,325,Métis Ward
Aldergrove,4020,Men+,Citizenship,Canadian citizens,2021,2120,Nakota Isga Ward
Aldergrove,4020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1690,Nakota Isga Ward
Aldergrove,4020,Men+,Citizenship,Canadian citizens aged under 18,2021,425,Nakota Isga Ward
Aldergrove,4020,Men+,Citizenship,Not Canadian citizens,2021,490,Nakota Isga Ward
Aldergrove,4020,Total,Citizenship,Canadian citizens,2021,4290,Nakota Isga Ward
Aldergrove,4020,Total,Citizenship,Canadian citizens aged 18 and over,2021,3400,Nakota Isga Ward
Aldergrove,4020,Total,Citizenship,Canadian citizens aged under 18,2021,895,Nakota Isga Ward
Aldergrove,4020,Total,Citizenship,Not Canadian citizens,2021,970,Nakota Isga Ward
Aldergrove,4020,Women+,Citizenship,Canadian citizens,2021,2170,Nakota Isga Ward
Aldergrove,4020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1710,Nakota Isga Ward
Aldergrove,4020,Women+,Citizenship,Canadian citizens aged under 18,2021,460,Nakota Isga Ward
Aldergrove,4020,Women+,Citizenship,Not Canadian citizens,2021,475,Nakota Isga Ward
Allard,5458,Men+,Citizenship,Canadian citizens,2021,3240,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2125,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Men+,Citizenship,Canadian citizens aged under 18,2021,1120,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Men+,Citizenship,Not Canadian citizens,2021,970,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Total,Citizenship,Canadian citizens,2021,6350,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Total,Citizenship,Canadian citizens aged 18 and over,2021,4190,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Total,Citizenship,Canadian citizens aged under 18,2021,2160,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Total,Citizenship,Not Canadian citizens,2021,2085,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Women+,Citizenship,Canadian citizens,2021,3110,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2060,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Women+,Citizenship,Canadian citizens aged under 18,2021,1050,Ipiihkoohkanipiaohtsi Ward
Allard,5458,Women+,Citizenship,Not Canadian citizens,2021,1115,Ipiihkoohkanipiaohtsi Ward
Allendale,5010,Men+,Citizenship,Canadian citizens,2021,1185,papastew Ward
Allendale,5010,Men+,Citizenship,Canadian citizens aged 18 and over,2021,970,papastew Ward
Allendale,5010,Men+,Citizenship,Canadian citizens aged under 18,2021,210,papastew Ward
Allendale,5010,Men+,Citizenship,Not Canadian citizens,2021,190,papastew Ward
Allendale,5010,Total,Citizenship,Canadian citizens,2021,2485,papastew Ward
Allendale,5010,Total,Citizenship,Canadian citizens aged 18 and over,2021,2100,papastew Ward
Allendale,5010,Total,Citizenship,Canadian citizens aged under 18,2021,385,papastew Ward
Allendale,5010,Total,Citizenship,Not Canadian citizens,2021,355,papastew Ward
Allendale,5010,Women+,Citizenship,Canadian citizens,2021,1305,papastew Ward
Allendale,5010,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1130,papastew Ward
Allendale,5010,Women+,Citizenship,Canadian citizens aged under 18,2021,175,papastew Ward
Allendale,5010,Women+,Citizenship,Not Canadian citizens,2021,165,papastew Ward
Ambleside,5505,Men+,Citizenship,Canadian citizens,2021,2885,pihêsiwin Ward
Ambleside,5505,Men+,Citizenship,Canadian citizens aged 18 and over,2021,2020,pihêsiwin Ward
Ambleside,5505,Men+,Citizenship,Canadian citizens aged under 18,2021,865,pihêsiwin Ward
Ambleside,5505,Men+,Citizenship,Not Canadian citizens,2021,425,pihêsiwin Ward
Ambleside,5505,Total,Citizenship,Canadian citizens,2021,5685,pihêsiwin Ward
Ambleside,5505,Total,Citizenship,Canadian citizens aged 18 and over,2021,4050,pihêsiwin Ward
Ambleside,5505,Total,Citizenship,Canadian citizens aged under 18,2021,1630,pihêsiwin Ward
Ambleside,5505,Total,Citizenship,Not Canadian citizens,2021,1050,pihêsiwin Ward
Ambleside,5505,Women+,Citizenship,Canadian citizens,2021,2800,pihêsiwin Ward
Ambleside,5505,Women+,Citizenship,Canadian citizens aged 18 and over,2021,2030,pihêsiwin Ward
Ambleside,5505,Women+,Citizenship,Canadian citizens aged under 18,2021,765,pihêsiwin Ward
Ambleside,5505,Women+,Citizenship,Not Canadian citizens,2021,630,pihêsiwin Ward
Argyll,6010,Men+,Citizenship,Canadian citizens,2021,370,papastew Ward
Argyll,6010,Men+,Citizenship,Canadian citizens aged 18 and over,2021,310,papastew Ward
Argyll,6010,Men+,Citizenship,Canadian citizens aged under 18,2021,60,papastew Ward
Argyll,6010,Men+,Citizenship,Not Canadian citizens,2021,20,papastew Ward
Argyll,6010,Total,Citizenship,Canadian citizens,2021,760,papastew Ward
Argyll,6010,Total,Citizenship,Canadian citizens aged 18 and over,2021,630,papastew Ward
Argyll,6010,Total,Citizenship,Canadian citizens aged under 18,2021,130,papastew Ward
Argyll,6010,Total,Citizenship,Not Canadian citizens,2021,30,papastew Ward
Argyll,6010,Women+,Citizenship,Canadian citizens,2021,385,papastew Ward
Argyll,6010,Women+,Citizenship,Canadian citizens aged 18 and over,2021,320,papastew Ward
Argyll,6010,Women+,Citizenship,Canadian citizens aged under 18,2021,70,papastew Ward
Argyll,6010,Women+,Citizenship,Not Canadian citizens,2021,10,papastew Ward
Aspen Gardens,5020,Men+,Citizenship,Canadian citizens,2021,800,papastew Ward
Aspen Gardens,5020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,605,papastew Ward
Aspen Gardens,5020,Men+,Citizenship,Canadian citizens aged under 18,2021,190,papastew Ward
Aspen Gardens,5020,Men+,Citizenship,Not Canadian citizens,2021,25,papastew Ward
Aspen Gardens,5020,Total,Citizenship,Canadian citizens,2021,1520,papastew Ward
Aspen Gardens,5020,Total,Citizenship,Canadian citizens aged 18 and over,2021,1195,papastew Ward
Aspen Gardens,5020,Total,Citizenship,Canadian citizens aged under 18,2021,325,papastew Ward
Aspen Gardens,5020,Total,Citizenship,Not Canadian citizens,2021,55,papastew Ward
Aspen Gardens,5020,Women+,Citizenship,Canadian citizens,2021,720,papastew Ward
Aspen Gardens,5020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,590,papastew Ward
Aspen Gardens,5020,Women+,Citizenship,Canadian citizens aged under 18,2021,130,papastew Ward
Aspen Gardens,5020,Women+,Citizenship,Not Canadian citizens,2021,30,papastew Ward
Athlone,3010,Men+,Citizenship,Canadian citizens,2021,1470,Anirniq Ward
Athlone,3010,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1160,Anirniq Ward
Athlone,3010,Men+,Citizenship,Canadian citizens aged under 18,2021,310,Anirniq Ward
Athlone,3010,Men+,Citizenship,Not Canadian citizens,2021,140,Anirniq Ward
Athlone,3010,Total,Citizenship,Canadian citizens,2021,2890,Anirniq Ward
Athlone,3010,Total,Citizenship,Canadian citizens aged 18 and over,2021,2265,Anirniq Ward
Athlone,3010,Total,Citizenship,Canadian citizens aged under 18,2021,625,Anirniq Ward
Athlone,3010,Total,Citizenship,Not Canadian citizens,2021,360,Anirniq Ward
Athlone,3010,Women+,Citizenship,Canadian citizens,2021,1415,Anirniq Ward
Athlone,3010,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1105,Anirniq Ward
Athlone,3010,Women+,Citizenship,Canadian citizens aged under 18,2021,310,Anirniq Ward
Athlone,3010,Women+,Citizenship,Not Canadian citizens,2021,215,Anirniq Ward
Avonmore,6020,Men+,Citizenship,Canadian citizens,2021,1035,Métis Ward
Avonmore,6020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,845,Métis Ward
Avonmore,6020,Men+,Citizenship,Canadian citizens aged under 18,2021,190,Métis Ward
Avonmore,6020,Men+,Citizenship,Not Canadian citizens,2021,70,Métis Ward
Avonmore,6020,Total,Citizenship,Canadian citizens,2021,2020,Métis Ward
Avonmore,6020,Total,Citizenship,Canadian citizens aged 18 and over,2021,1665,Métis Ward
Avonmore,6020,Total,Citizenship,Canadian citizens aged under 18,2021,355,Métis Ward
Avonmore,6020,Total,Citizenship,Not Canadian citizens,2021,130,Métis Ward
Avonmore,6020,Women+,Citizenship,Canadian citizens,2021,980,Métis Ward
Avonmore,6020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,815,Métis Ward
Avonmore,6020,Women+,Citizenship,Canadian citizens aged under 18,2021,165,Métis Ward
Avonmore,6020,Women+,Citizenship,Not Canadian citizens,2021,60,Métis Ward
Balwin,2020,Men+,Citizenship,Canadian citizens,2021,1965,tastawiyiniwak Ward
Balwin,2020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1505,tastawiyiniwak Ward
Balwin,2020,Men+,Citizenship,Canadian citizens aged under 18,2021,460,tastawiyiniwak Ward
Balwin,2020,Men+,Citizenship,Not Canadian citizens,2021,250,tastawiyiniwak Ward
Balwin,2020,Total,Citizenship,Canadian citizens,2021,3750,tastawiyiniwak Ward
Balwin,2020,Total,Citizenship,Canadian citizens aged 18 and over,2021,2890,tastawiyiniwak Ward
Balwin,2020,Total,Citizenship,Canadian citizens aged under 18,2021,860,tastawiyiniwak Ward
Balwin,2020,Total,Citizenship,Not Canadian citizens,2021,550,tastawiyiniwak Ward
Balwin,2020,Women+,Citizenship,Canadian citizens,2021,1785,tastawiyiniwak Ward
Balwin,2020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1390,tastawiyiniwak Ward
Balwin,2020,Women+,Citizenship,Canadian citizens aged under 18,2021,395,tastawiyiniwak Ward
Balwin,2020,Women+,Citizenship,Not Canadian citizens,2021,295,tastawiyiniwak Ward
Bannerman,2030,Men+,Citizenship,Canadian citizens,2021,1200,Dene Ward
Bannerman,2030,Men+,Citizenship,Canadian citizens aged 18 and over,2021,945,Dene Ward
Bannerman,2030,Men+,Citizenship,Canadian citizens aged under 18,2021,255,Dene Ward
Bannerman,2030,Men+,Citizenship,Not Canadian citizens,2021,90,Dene Ward
Bannerman,2030,Total,Citizenship,Canadian citizens,2021,2480,Dene Ward
Bannerman,2030,Total,Citizenship,Canadian citizens aged 18 and over,2021,1960,Dene Ward
Bannerman,2030,Total,Citizenship,Canadian citizens aged under 18,2021,515,Dene Ward
Bannerman,2030,Total,Citizenship,Not Canadian citizens,2021,185,Dene Ward
Bannerman,2030,Women+,Citizenship,Canadian citizens,2021,1280,Dene Ward
Bannerman,2030,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1020,Dene Ward
Bannerman,2030,Women+,Citizenship,Canadian citizens aged under 18,2021,265,Dene Ward
Bannerman,2030,Women+,Citizenship,Not Canadian citizens,2021,95,Dene Ward
Baranow,3020,Men+,Citizenship,Canadian citizens,2021,950,Anirniq Ward
Baranow,3020,Men+,Citizenship,Canadian citizens aged 18 and over,2021,675,Anirniq Ward
Baranow,3020,Men+,Citizenship,Canadian citizens aged under 18,2021,280,Anirniq Ward
Baranow,3020,Men+,Citizenship,Not Canadian citizens,2021,100,Anirniq Ward
Baranow,3020,Total,Citizenship,Canadian citizens,2021,2060,Anirniq Ward
Baranow,3020,Total,Citizenship,Canadian citizens aged 18 and over,2021,1490,Anirniq Ward
Baranow,3020,Total,Citizenship,Canadian citizens aged under 18,2021,575,Anirniq Ward
Baranow,3020,Total,Citizenship,Not Canadian citizens,2021,225,Anirniq Ward
Baranow,3020,Women+,Citizenship,Canadian citizens,2021,1110,Anirniq Ward
Baranow,3020,Women+,Citizenship,Canadian citizens aged 18 and over,2021,820,Anirniq Ward
Baranow,3020,Women+,Citizenship,Canadian citizens aged under 18,2021,290,Anirniq Ward
Baranow,3020,Women+,Citizenship,Not Canadian citizens,2021,125,Anirniq Ward
Baturyn,3030,Men+,Citizenship,Canadian citizens,2021,2240,tastawiyiniwak Ward
Baturyn,3030,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1755,tastawiyiniwak Ward
Baturyn,3030,Men+,Citizenship,Canadian citizens aged under 18,2021,490,tastawiyiniwak Ward
Baturyn,3030,Men+,Citizenship,Not Canadian citizens,2021,140,tastawiyiniwak Ward
Baturyn,3030,Total,Citizenship,Canadian citizens,2021,4610,tastawiyiniwak Ward
Baturyn,3030,Total,Citizenship,Canadian citizens aged 18 and over,2021,3595,tastawiyiniwak Ward
Baturyn,3030,Total,Citizenship,Canadian citizens aged under 18,2021,1015,tastawiyiniwak Ward
Baturyn,3030,Total,Citizenship,Not Canadian citizens,2021,295,tastawiyiniwak Ward
Baturyn,3030,Women+,Citizenship,Canadian citizens,2021,2370,tastawiyiniwak Ward
Baturyn,3030,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1840,tastawiyiniwak Ward
Baturyn,3030,Women+,Citizenship,Canadian citizens aged under 18,2021,525,tastawiyiniwak Ward
Baturyn,3030,Women+,Citizenship,Not Canadian citizens,2021,155,tastawiyiniwak Ward
Beacon Heights,2040,Men+,Citizenship,Canadian citizens,2021,1460,Métis Ward
Beacon Heights,2040,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1240,Métis Ward
Beacon Heights,2040,Men+,Citizenship,Canadian citizens aged under 18,2021,220,Métis Ward
Beacon Heights,2040,Men+,Citizenship,Not Canadian citizens,2021,70,Métis Ward
Beacon Heights,2040,Total,Citizenship,Canadian citizens,2021,2685,Métis Ward
Beacon Heights,2040,Total,Citizenship,Canadian citizens aged 18 and over,2021,2260,Métis Ward
Beacon Heights,2040,Total,Citizenship,Canadian citizens aged under 18,2021,430,Métis Ward
Beacon Heights,2040,Total,Citizenship,Not Canadian citizens,2021,165,Métis Ward
Beacon Heights,2040,Women+,Citizenship,Canadian citizens,2021,1230,Métis Ward
Beacon Heights,2040,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1020,Métis Ward
Beacon Heights,2040,Women+,Citizenship,Canadian citizens aged under 18,2021,205,Métis Ward
Beacon Heights,2040,Women+,Citizenship,Not Canadian citizens,2021,105,Métis Ward
Bearspaw,5030,Men+,Citizenship,Canadian citizens,2021,945,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Men+,Citizenship,Canadian citizens aged 18 and over,2021,800,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Men+,Citizenship,Canadian citizens aged under 18,2021,140,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Men+,Citizenship,Not Canadian citizens,2021,95,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Total,Citizenship,Canadian citizens,2021,1960,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Total,Citizenship,Canadian citizens aged 18 and over,2021,1665,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Total,Citizenship,Canadian citizens aged under 18,2021,295,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Total,Citizenship,Not Canadian citizens,2021,170,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Women+,Citizenship,Canadian citizens,2021,1010,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Women+,Citizenship,Canadian citizens aged 18 and over,2021,865,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Women+,Citizenship,Canadian citizens aged under 18,2021,150,Ipiihkoohkanipiaohtsi Ward
Bearspaw,5030,Women+,Citizenship,Not Canadian citizens,2021,80,Ipiihkoohkanipiaohtsi Ward
Beaumaris,3040,Men+,Citizenship,Canadian citizens,2021,1895,tastawiyiniwak Ward
Beaumaris,3040,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1550,tastawiyiniwak Ward
Beaumaris,3040,Men+,Citizenship,Canadian citizens aged under 18,2021,350,tastawiyiniwak Ward
Beaumaris,3040,Men+,Citizenship,Not Canadian citizens,2021,235,tastawiyiniwak Ward
Beaumaris,3040,Total,Citizenship,Canadian citizens,2021,4045,tastawiyiniwak Ward
Beaumaris,3040,Total,Citizenship,Canadian citizens aged 18 and over,2021,3305,tastawiyiniwak Ward
Beaumaris,3040,Total,Citizenship,Canadian citizens aged under 18,2021,745,tastawiyiniwak Ward
Beaumaris,3040,Total,Citizenship,Not Canadian citizens,2021,480,tastawiyiniwak Ward
Beaumaris,3040,Women+,Citizenship,Canadian citizens,2021,2145,tastawiyiniwak Ward
Beaumaris,3040,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1755,tastawiyiniwak Ward
Beaumaris,3040,Women+,Citizenship,Canadian citizens aged under 18,2021,390,tastawiyiniwak Ward
Beaumaris,3040,Women+,Citizenship,Not Canadian citizens,2021,245,tastawiyiniwak Ward
Belgravia,5040,Men+,Citizenship,Canadian citizens,2021,985,papastew Ward
Belgravia,5040,Men+,Citizenship,Canadian citizens aged 18 and over,2021,775,papastew Ward
Belgravia,5040,Men+,Citizenship,Canadian citizens aged under 18,2021,210,papastew Ward
Belgravia,5040,Men+,Citizenship,Not Canadian citizens,2021,105,papastew Ward
Belgravia,5040,Total,Citizenship,Canadian citizens,2021,1980,papastew Ward
Belgravia,5040,Total,Citizenship,Canadian citizens aged 18 and over,2021,1600,papastew Ward
Belgravia,5040,Total,Citizenship,Canadian citizens aged under 18,2021,385,papastew Ward
Belgravia,5040,Total,Citizenship,Not Canadian citizens,2021,240,papastew Ward
Belgravia,5040,Women+,Citizenship,Canadian citizens,2021,1000,papastew Ward
Belgravia,5040,Women+,Citizenship,Canadian citizens aged 18 and over,2021,825,papastew Ward
Belgravia,5040,Women+,Citizenship,Canadian citizens aged under 18,2021,175,papastew Ward
Belgravia,5040,Women+,Citizenship,Not Canadian citizens,2021,140,papastew Ward
Belle Rive,2050,Men+,Citizenship,Canadian citizens,2021,1770,tastawiyiniwak Ward
Belle Rive,2050,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1390,tastawiyiniwak Ward
Belle Rive,2050,Men+,Citizenship,Canadian citizens aged under 18,2021,380,tastawiyiniwak Ward
Belle Rive,2050,Men+,Citizenship,Not Canadian citizens,2021,105,tastawiyiniwak Ward
Belle Rive,2050,Total,Citizenship,Canadian citizens,2021,3490,tastawiyiniwak Ward
Belle Rive,2050,Total,Citizenship,Canadian citizens aged 18 and over,2021,2810,tastawiyiniwak Ward
Belle Rive,2050,Total,Citizenship,Canadian citizens aged under 18,2021,685,tastawiyiniwak Ward
Belle Rive,2050,Total,Citizenship,Not Canadian citizens,2021,255,tastawiyiniwak Ward
Belle Rive,2050,Women+,Citizenship,Canadian citizens,2021,1725,tastawiyiniwak Ward
Belle Rive,2050,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1425,tastawiyiniwak Ward
Belle Rive,2050,Women+,Citizenship,Canadian citizens aged under 18,2021,305,tastawiyiniwak Ward
Belle Rive,2050,Women+,Citizenship,Not Canadian citizens,2021,150,tastawiyiniwak Ward
Bellevue,2060,Men+,Citizenship,Canadian citizens,2021,495,Métis Ward
Bellevue,2060,Men+,Citizenship,Canadian citizens aged 18 and over,2021,410,Métis Ward
Bellevue,2060,Men+,Citizenship,Canadian citizens aged under 18,2021,80,Métis Ward
Bellevue,2060,Men+,Citizenship,Not Canadian citizens,2021,20,Métis Ward
Bellevue,2060,Total,Citizenship,Canadian citizens,2021,975,Métis Ward
Bellevue,2060,Total,Citizenship,Canadian citizens aged 18 and over,2021,825,Métis Ward
Bellevue,2060,Total,Citizenship,Canadian citizens aged under 18,2021,150,Métis Ward
Bellevue,2060,Total,Citizenship,Not Canadian citizens,2021,50,Métis Ward
Bellevue,2060,Women+,Citizenship,Canadian citizens,2021,485,Métis Ward
Bellevue,2060,Women+,Citizenship,Canadian citizens aged 18 and over,2021,415,Métis Ward
Bellevue,2060,Women+,Citizenship,Canadian citizens aged under 18,2021,65,Métis Ward
Bellevue,2060,Women+,Citizenship,Not Canadian citizens,2021,30,Métis Ward
Belmead,4040,Men+,Citizenship,Canadian citizens,2021,1935,Nakota Isga Ward
Belmead,4040,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1465,Nakota Isga Ward
Belmead,4040,Men+,Citizenship,Canadian citizens aged under 18,2021,470,Nakota Isga Ward
Belmead,4040,Men+,Citizenship,Not Canadian citizens,2021,330,Nakota Isga Ward
Belmead,4040,Total,Citizenship,Canadian citizens,2021,3980,Nakota Isga Ward
Belmead,4040,Total,Citizenship,Canadian citizens aged 18 and over,2021,3060,Nakota Isga Ward
Belmead,4040,Total,Citizenship,Canadian citizens aged under 18,2021,920,Nakota Isga Ward
Belmead,4040,Total,Citizenship,Not Canadian citizens,2021,635,Nakota Isga Ward
Belmead,4040,Women+,Citizenship,Canadian citizens,2021,2045,Nakota Isga Ward
Belmead,4040,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1600,Nakota Isga Ward
Belmead,4040,Women+,Citizenship,Canadian citizens aged under 18,2021,450,Nakota Isga Ward
Belmead,4040,Women+,Citizenship,Not Canadian citizens,2021,305,Nakota Isga Ward
Belmont,2070,Men+,Citizenship,Canadian citizens,2021,2195,Dene Ward
Belmont,2070,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1610,Dene Ward
Belmont,2070,Men+,Citizenship,Canadian citizens aged under 18,2021,585,Dene Ward
Belmont,2070,Men+,Citizenship,Not Canadian citizens,2021,410,Dene Ward
Belmont,2070,Total,Citizenship,Canadian citizens,2021,4535,Dene Ward
Belmont,2070,Total,Citizenship,Canadian citizens aged 18 and over,2021,3340,Dene Ward
Belmont,2070,Total,Citizenship,Canadian citizens aged under 18,2021,1195,Dene Ward
Belmont,2070,Total,Citizenship,Not Canadian citizens,2021,810,Dene Ward
Belmont,2070,Women+,Citizenship,Canadian citizens,2021,2340,Dene Ward
Belmont,2070,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1730,Dene Ward
Belmont,2070,Women+,Citizenship,Canadian citizens aged under 18,2021,615,Dene Ward
Belmont,2070,Women+,Citizenship,Not Canadian citizens,2021,405,Dene Ward
Belvedere,2080,Men+,Citizenship,Canadian citizens,2021,2315,Dene Ward
Belvedere,2080,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1835,Dene Ward
Belvedere,2080,Men+,Citizenship,Canadian citizens aged under 18,2021,485,Dene Ward
Belvedere,2080,Men+,Citizenship,Not Canadian citizens,2021,280,Dene Ward
Belvedere,2080,Total,Citizenship,Canadian citizens,2021,4475,Dene Ward
Belvedere,2080,Total,Citizenship,Canadian citizens aged 18 and over,2021,3495,Dene Ward
Belvedere,2080,Total,Citizenship,Canadian citizens aged under 18,2021,980,Dene Ward
Belvedere,2080,Total,Citizenship,Not Canadian citizens,2021,580,Dene Ward
Belvedere,2080,Women+,Citizenship,Canadian citizens,2021,2155,Dene Ward
Belvedere,2080,Women+,Citizenship,Canadian citizens aged 18 and over,2021,1660,Dene Ward
Belvedere,2080,Women+,Citizenship,Canadian citizens aged under 18,2021,500,Dene Ward
Belvedere,2080,Women+,Citizenship,Not Canadian citizens,2021,300,Dene Ward
Bergman,2090,Men+,Citizenship,Canadian citizens,2021,785,Métis Ward
Bergman,2090,Men+,Citizenship,Canadian citizens aged 18 and over,2021,610,Métis Ward
Bergman,2090,Men+,Citizenship,Canadian citizens aged under 18,2021,170,Métis Ward
Bergman,2090,Men+,Citizenship,Not Canadian citizens,2021,20,Métis Ward
Bergman,2090,Total,Citizenship,Canadian citizens,2021,1525,Métis Ward
Bergman,2090,Total,Citizenship,Canadian citizens aged 18 and over,2021,1175,Métis Ward
Bergman,2090,Total,Citizenship,Canadian citizens aged under 18,2021,345,Métis Ward
Bergman,2090,Total,Citizenship,Not Canadian citizens,2021,30,Métis Ward
Bergman,2090,Women+,Citizenship,Canadian citizens,2021,740,Métis Ward
Bergman,2090,Women+,Citizenship,Canadian citizens aged 18 and over,2021,565,Métis Ward
Bergman,2090,Women+,Citizenship,Canadian citizens aged under 18,2021,175,Métis Ward
Bergman,2090,Women+,Citizenship,Not Canadian citizens,2021,15,Métis Ward
Beverly Heights,2100,Men+,Citizenship,Canadian citizens,2021,1480,Métis Ward
Beverly Heights,2100,Men+,Citizenship,Canadian citizens aged 18 and over,2021,1170,Métis Ward
Beverly Heights,2100,Men+,Citizenship,Canadian citizens aged under 18,2021,310,Métis Ward
Beverly Heights,2100,Men+,Citizenship,Not Canadian citizens,2021,95,Métis Ward
Beverly Heights,2100,Total,Citizenship,Canadian citizens,2021,3040,Métis Ward
Beverly Heights,2100,Total,Citizenship,Canadian citizens aged 18 and over,2021,2435,Métis Ward
Beverly Heights,2100,Total,Citizenship,Canadian citizens aged under 18,2021,600,Métis Ward
